ANO|CODIGO_LOCALIDAD|NOMBRE_LOCALIDAD|SEXO|EDAD|CURSODEVIDA|GRUPOEDAD|POBLACION_7
2023|10|Engativá|Mujeres|35|Adultez|35 a 39|7138
2023|10|Engativá|Mujeres|96|Vejez|95 a 99|170
2023|10|Engativá|Mujeres|1|Primera infancia|00 a 04|3022
2023|10|Engativá|Mujeres|42|Adultez|40 a 44|6463
2023|10|Engativá|Mujeres|59|Adultez|55 a 59|5572
2023|10|Engativá|Mujeres|4|Primera infancia|00 a 04|3755
2023|10|Engativá|Mujeres|10|Infancia|10 a 14|4333
2023|10|Engativá|Mujeres|26|Juventud|25 a 29|8020
2023|10|Engativá|Mujeres|48|Adultez|45 a 49|5486
2023|10|Engativá|Mujeres|3|Primera infancia|00 a 04|3476
2023|10|Engativá|Mujeres|8|Infancia|05 a 09|4375
2023|10|Engativá|Mujeres|16|Adolescencia|15 a 19|4753
2023|10|Engativá|Mujeres|31|Adultez|30 a 34|7823
2023|10|Engativá|Mujeres|55|Adultez|55 a 59|5713
2023|10|Engativá|Mujeres|88|Vejez|85 a 89|673
2023|10|Engativá|Mujeres|2|Primera infancia|00 a 04|3215
2023|10|Engativá|Mujeres|21|Juventud|20 a 24|6102
2023|10|Engativá|Mujeres|60|Vejez|60 a 64|5604
2023|10|Engativá|Mujeres|11|Infancia|10 a 14|4399
2023|10|Engativá|Mujeres|20|Juventud|20 a 24|5746
2023|10|Engativá|Mujeres|98|Vejez|95 a 99|111
2023|10|Engativá|Mujeres|75|Vejez|75 a 79|2354
2023|10|Engativá|Mujeres|58|Adultez|55 a 59|5711
2023|10|Engativá|Mujeres|65|Vejez|65 a 69|4419
2023|10|Engativá|Mujeres|46|Adultez|45 a 49|5712
2023|10|Engativá|Mujeres|68|Vejez|65 a 69|3820
2023|10|Engativá|Mujeres|80|Vejez|80 a 84|1621
2023|10|Engativá|Mujeres|89|Vejez|85 a 89|592
2023|10|Engativá|Mujeres|37|Adultez|35 a 39|6693
2023|10|Engativá|Mujeres|52|Adultez|50 a 54|5513
2023|10|Engativá|Mujeres|74|Vejez|70 a 74|2586
2023|10|Engativá|Mujeres|87|Vejez|85 a 89|798
2023|10|Engativá|Mujeres|90|Vejez|90 a 94|525
2023|10|Engativá|Mujeres|30|Adultez|30 a 34|8002
2023|10|Engativá|Mujeres|34|Adultez|30 a 34|7335
2023|10|Engativá|Mujeres|94|Vejez|90 a 94|239
2023|10|Engativá|Mujeres|100|Vejez|100 o más|228
2023|10|Engativá|Mujeres|0|Primera infancia|00 a 04|2848
2023|10|Engativá|Mujeres|67|Vejez|65 a 69|3937
2023|10|Engativá|Mujeres|91|Vejez|90 a 94|431
2023|11|Suba|Hombres|29|Adultez|25 a 29|12274
2023|11|Suba|Hombres|100|Vejez|100 o más|216
2023|11|Suba|Hombres|52|Adultez|50 a 54|7071
2023|11|Suba|Hombres|65|Vejez|65 a 69|4931
2023|11|Suba|Hombres|97|Vejez|95 a 99|126
2023|11|Suba|Hombres|1|Primera infancia|00 a 04|7112
2023|11|Suba|Hombres|8|Infancia|05 a 09|7647
2023|11|Suba|Hombres|92|Vejez|90 a 94|297
2023|11|Suba|Hombres|94|Vejez|90 a 94|221
2023|11|Suba|Hombres|9|Infancia|05 a 09|7636
2023|11|Suba|Hombres|68|Vejez|65 a 69|4042
2023|11|Suba|Hombres|74|Vejez|70 a 74|2494
2023|11|Suba|Hombres|80|Vejez|80 a 84|1387
2023|11|Suba|Hombres|89|Vejez|85 a 89|419
2023|11|Suba|Hombres|72|Vejez|70 a 74|2996
2023|11|Suba|Hombres|12|Adolescencia|10 a 14|7699
2023|11|Suba|Hombres|44|Adultez|40 a 44|8562
2023|11|Suba|Hombres|0|Primera infancia|00 a 04|7913
2023|11|Suba|Hombres|20|Juventud|20 a 24|9185
2023|11|Suba|Hombres|31|Adultez|30 a 34|11850
2023|11|Suba|Hombres|40|Adultez|40 a 44|9274
2023|11|Suba|Hombres|73|Vejez|70 a 74|2730
2023|11|Suba|Hombres|96|Vejez|95 a 99|148
2023|11|Suba|Hombres|70|Vejez|70 a 74|3381
2023|11|Suba|Hombres|71|Vejez|70 a 74|3294
2023|11|Suba|Hombres|19|Juventud|15 a 19|8760
2023|11|Suba|Hombres|27|Juventud|25 a 29|12547
2023|11|Suba|Hombres|75|Vejez|75 a 79|2286
2023|11|Suba|Hombres|28|Juventud|25 a 29|12496
2023|11|Suba|Hombres|7|Infancia|05 a 09|7790
2023|11|Suba|Hombres|32|Adultez|30 a 34|11528
2023|11|Suba|Hombres|43|Adultez|40 a 44|8832
2023|11|Suba|Hombres|91|Vejez|90 a 94|330
2023|11|Suba|Hombres|87|Vejez|85 a 89|581
2023|11|Suba|Hombres|18|Juventud|15 a 19|8167
2023|11|Suba|Hombres|26|Juventud|25 a 29|12278
2023|11|Suba|Hombres|56|Adultez|55 a 59|6978
2023|11|Suba|Hombres|82|Vejez|80 a 84|1122
2023|11|Suba|Hombres|95|Vejez|95 a 99|210
2023|11|Suba|Hombres|2|Primera infancia|00 a 04|6804
2023|11|Suba|Hombres|33|Adultez|30 a 34|10982
2023|11|Suba|Hombres|47|Adultez|45 a 49|7725
2023|11|Suba|Hombres|67|Vejez|65 a 69|4284
2023|11|Suba|Hombres|16|Adolescencia|15 a 19|7762
2023|11|Suba|Hombres|24|Juventud|20 a 24|11019
2023|11|Suba|Hombres|42|Adultez|40 a 44|9076
2023|11|Suba|Hombres|35|Adultez|35 a 39|10363
2023|11|Suba|Hombres|30|Adultez|30 a 34|11917
2023|11|Suba|Hombres|38|Adultez|35 a 39|9658
2023|11|Suba|Hombres|88|Vejez|85 a 89|499
2023|11|Suba|Hombres|98|Vejez|95 a 99|113
2023|11|Suba|Hombres|99|Vejez|95 a 99|92
2023|11|Suba|Hombres|37|Adultez|35 a 39|9878
2023|11|Suba|Hombres|57|Adultez|55 a 59|6758
2023|11|Suba|Hombres|64|Vejez|60 a 64|5158
2023|11|Suba|Hombres|66|Vejez|65 a 69|4657
2023|11|Suba|Hombres|83|Vejez|80 a 84|973
2023|11|Suba|Hombres|51|Adultez|50 a 54|7329
2023|11|Suba|Hombres|77|Vejez|75 a 79|1903
2023|11|Suba|Hombres|25|Juventud|25 a 29|11828
2023|11|Suba|Hombres|58|Adultez|55 a 59|6889
2023|11|Suba|Hombres|39|Adultez|35 a 39|9472
2023|11|Suba|Hombres|11|Infancia|10 a 14|7470
2023|11|Suba|Hombres|17|Adolescencia|15 a 19|7881
2023|11|Suba|Hombres|15|Adolescencia|15 a 19|7557
2023|11|Suba|Hombres|10|Infancia|10 a 14|7584
2023|11|Suba|Hombres|36|Adultez|35 a 39|10037
2023|11|Suba|Hombres|84|Vejez|80 a 84|810
2023|11|Suba|Hombres|5|Primera infancia|05 a 09|7580
2023|11|Suba|Hombres|79|Vejez|75 a 79|1588
2023|11|Suba|Hombres|13|Adolescencia|10 a 14|7563
2023|11|Suba|Hombres|23|Juventud|20 a 24|10368
2023|11|Suba|Hombres|53|Adultez|50 a 54|6940
2023|11|Suba|Hombres|55|Adultez|55 a 59|6994
2023|11|Suba|Hombres|86|Vejez|85 a 89|666
2023|11|Suba|Hombres|93|Vejez|90 a 94|247
2023|11|Suba|Hombres|22|Juventud|20 a 24|10101
2023|11|Suba|Hombres|76|Vejez|75 a 79|2121
2023|11|Suba|Hombres|90|Vejez|90 a 94|391
2023|11|Suba|Hombres|81|Vejez|80 a 84|1242
2023|11|Suba|Hombres|85|Vejez|85 a 89|732
2023|11|Suba|Hombres|34|Adultez|30 a 34|10689
2023|11|Suba|Hombres|49|Adultez|45 a 49|7428
2023|11|Suba|Hombres|46|Adultez|45 a 49|8034
2023|11|Suba|Hombres|63|Vejez|60 a 64|5620
2023|11|Suba|Hombres|59|Adultez|55 a 59|6703
2023|11|Suba|Hombres|45|Adultez|45 a 49|8245
2023|11|Suba|Hombres|50|Adultez|50 a 54|7238
2023|11|Suba|Hombres|78|Vejez|75 a 79|1736
2023|11|Suba|Hombres|54|Adultez|50 a 54|7145
2023|11|Suba|Hombres|62|Vejez|60 a 64|5909
2023|11|Suba|Hombres|69|Vejez|65 a 69|3624
2023|11|Suba|Hombres|48|Adultez|45 a 49|7747
2023|11|Suba|Hombres|61|Vejez|60 a 64|6170
2023|11|Suba|Hombres|4|Primera infancia|00 a 04|6907
2023|11|Suba|Hombres|3|Primera infancia|00 a 04|6915
2023|11|Suba|Hombres|6|Infancia|05 a 09|7792
2023|11|Suba|Hombres|41|Adultez|40 a 44|9042
2023|11|Suba|Hombres|14|Adolescencia|10 a 14|7675
2023|11|Suba|Hombres|21|Juventud|20 a 24|9679
2023|11|Suba|Hombres|60|Vejez|60 a 64|6499
2023|11|Suba|Mujeres|61|Vejez|60 a 64|8080
2023|11|Suba|Mujeres|70|Vejez|70 a 74|5034
2023|11|Suba|Mujeres|98|Vejez|95 a 99|195
2023|11|Suba|Mujeres|1|Primera infancia|00 a 04|6495
2023|11|Suba|Mujeres|63|Vejez|60 a 64|7577
2023|11|Suba|Mujeres|75|Vejez|75 a 79|3587
2023|11|Suba|Mujeres|83|Vejez|80 a 84|1600
2023|11|Suba|Mujeres|90|Vejez|90 a 94|717
2023|11|Suba|Mujeres|96|Vejez|95 a 99|268
2023|11|Suba|Mujeres|14|Adolescencia|10 a 14|7328
2023|11|Suba|Mujeres|18|Juventud|15 a 19|8304
2023|11|Suba|Mujeres|4|Primera infancia|00 a 04|6725
2023|11|Suba|Mujeres|8|Infancia|05 a 09|7535
2023|11|Suba|Mujeres|23|Juventud|20 a 24|10910
2023|11|Suba|Mujeres|67|Vejez|65 a 69|6128
2023|11|Suba|Mujeres|7|Infancia|05 a 09|7428
2023|11|Suba|Mujeres|43|Adultez|40 a 44|10164
2023|11|Suba|Mujeres|44|Adultez|40 a 44|10096
2023|11|Suba|Mujeres|53|Adultez|50 a 54|8835
2023|11|Suba|Mujeres|77|Vejez|75 a 79|3049
2023|11|Suba|Mujeres|28|Juventud|25 a 29|12449
2023|11|Suba|Mujeres|60|Vejez|60 a 64|8414
2023|11|Suba|Mujeres|9|Infancia|05 a 09|7488
2023|11|Suba|Mujeres|68|Vejez|65 a 69|5748
2023|11|Suba|Mujeres|74|Vejez|70 a 74|3798
2023|11|Suba|Mujeres|89|Vejez|85 a 89|799
2023|11|Suba|Mujeres|33|Adultez|30 a 34|11373
2023|11|Suba|Mujeres|5|Primera infancia|05 a 09|7246
2023|11|Suba|Mujeres|2|Primera infancia|00 a 04|6062
2023|11|Suba|Mujeres|25|Juventud|25 a 29|11956
2023|11|Suba|Mujeres|21|Juventud|20 a 24|9734
2023|11|Suba|Mujeres|48|Adultez|45 a 49|9142
2023|11|Suba|Mujeres|65|Vejez|65 a 69|6714
2023|11|Suba|Mujeres|100|Vejez|100 o más|522
2023|11|Suba|Mujeres|6|Infancia|05 a 09|7406
2023|11|Suba|Mujeres|46|Adultez|45 a 49|9667
2023|11|Suba|Mujeres|50|Adultez|50 a 54|8906
2023|11|Suba|Mujeres|26|Juventud|25 a 29|12252
2023|11|Suba|Mujeres|36|Adultez|35 a 39|10592
2023|11|Suba|Mujeres|41|Adultez|40 a 44|10314
2023|11|Suba|Mujeres|58|Adultez|55 a 59|8873
2023|11|Suba|Mujeres|71|Vejez|70 a 74|4790
2023|11|Suba|Mujeres|16|Adolescencia|15 a 19|7631
2023|11|Suba|Mujeres|20|Juventud|20 a 24|9312
2023|11|Suba|Mujeres|31|Adultez|30 a 34|11836
2023|11|Suba|Mujeres|45|Adultez|45 a 49|9839
2023|11|Suba|Mujeres|49|Adultez|45 a 49|9030
2023|11|Suba|Mujeres|0|Primera infancia|00 a 04|7280
2023|11|Suba|Mujeres|17|Adolescencia|15 a 19|8042
2023|11|Suba|Mujeres|3|Primera infancia|00 a 04|6323
2023|11|Suba|Mujeres|73|Vejez|70 a 74|4193
2023|11|Suba|Mujeres|78|Vejez|75 a 79|2830
2023|11|Suba|Mujeres|40|Adultez|40 a 44|10371
2023|11|Suba|Mujeres|66|Vejez|65 a 69|6441
2023|11|Suba|Mujeres|51|Adultez|50 a 54|8882
2023|11|Suba|Mujeres|54|Adultez|50 a 54|9039
2023|11|Suba|Mujeres|56|Adultez|55 a 59|8958
2023|11|Suba|Mujeres|12|Adolescencia|10 a 14|7372
2023|11|Suba|Mujeres|22|Juventud|20 a 24|10306
2023|11|Suba|Mujeres|55|Adultez|55 a 59|9036
2023|11|Suba|Mujeres|80|Vejez|80 a 84|2272
2023|11|Suba|Mujeres|42|Adultez|40 a 44|10379
2023|11|Suba|Mujeres|81|Vejez|80 a 84|2063
2023|11|Suba|Mujeres|95|Vejez|95 a 99|333
2023|11|Suba|Mujeres|62|Vejez|60 a 64|7823
2023|11|Suba|Mujeres|13|Adolescencia|10 a 14|7191
2023|11|Suba|Mujeres|72|Vejez|70 a 74|4451
2023|11|Suba|Mujeres|86|Vejez|85 a 89|1143
2023|11|Suba|Mujeres|99|Vejez|95 a 99|162
2023|11|Suba|Mujeres|34|Adultez|30 a 34|11305
2023|11|Suba|Mujeres|39|Adultez|35 a 39|10418
2023|11|Suba|Mujeres|64|Vejez|60 a 64|7159
2023|11|Suba|Mujeres|88|Vejez|85 a 89|902
2023|11|Suba|Mujeres|87|Vejez|85 a 89|1006
2023|11|Suba|Mujeres|15|Adolescencia|15 a 19|7319
2023|11|Suba|Mujeres|69|Vejez|65 a 69|5422
2023|11|Suba|Mujeres|27|Juventud|25 a 29|12613
2023|11|Suba|Mujeres|35|Adultez|35 a 39|10930
2023|11|Suba|Mujeres|38|Adultez|35 a 39|10375
2023|11|Suba|Mujeres|52|Adultez|50 a 54|8830
2023|11|Suba|Mujeres|76|Vejez|75 a 79|3261
2023|11|Suba|Mujeres|24|Juventud|20 a 24|11427
2023|11|Suba|Mujeres|29|Adultez|25 a 29|12306
2023|11|Suba|Mujeres|47|Adultez|45 a 49|9545
2023|11|Suba|Mujeres|37|Adultez|35 a 39|10579
2023|11|Suba|Mujeres|59|Adultez|55 a 59|8612
2023|11|Suba|Mujeres|93|Vejez|90 a 94|442
2023|11|Suba|Mujeres|91|Vejez|90 a 94|580
2023|11|Suba|Mujeres|30|Adultez|30 a 34|12120
2023|11|Suba|Mujeres|84|Vejez|80 a 84|1446
2023|11|Suba|Mujeres|32|Adultez|30 a 34|11657
2023|11|Suba|Mujeres|94|Vejez|90 a 94|363
2023|11|Suba|Mujeres|11|Infancia|10 a 14|7183
2023|11|Suba|Mujeres|19|Juventud|15 a 19|8705
2023|11|Suba|Mujeres|79|Vejez|75 a 79|2486
2023|11|Suba|Mujeres|82|Vejez|80 a 84|1825
2023|11|Suba|Mujeres|97|Vejez|95 a 99|220
2023|11|Suba|Mujeres|85|Vejez|85 a 89|1300
2023|11|Suba|Mujeres|10|Infancia|10 a 14|7271
2023|11|Suba|Mujeres|57|Adultez|55 a 59|8775
2023|11|Suba|Mujeres|92|Vejez|90 a 94|520
2023|12|Barrios Unidos|Hombres|1|Primera infancia|00 a 04|1019
2023|12|Barrios Unidos|Hombres|69|Vejez|65 a 69|496
2023|12|Barrios Unidos|Hombres|46|Adultez|45 a 49|1006
2023|12|Barrios Unidos|Hombres|92|Vejez|90 a 94|49
2023|12|Barrios Unidos|Hombres|29|Adultez|25 a 29|1614
2023|12|Barrios Unidos|Hombres|26|Juventud|25 a 29|1558
2023|12|Barrios Unidos|Hombres|4|Primera infancia|00 a 04|804
2023|12|Barrios Unidos|Hombres|37|Adultez|35 a 39|1402
2023|12|Barrios Unidos|Hombres|35|Adultez|35 a 39|1459
2023|12|Barrios Unidos|Hombres|18|Juventud|15 a 19|768
2023|12|Barrios Unidos|Hombres|33|Adultez|30 a 34|1532
2023|12|Barrios Unidos|Hombres|81|Vejez|80 a 84|203
2023|12|Barrios Unidos|Hombres|87|Vejez|85 a 89|97
2023|12|Barrios Unidos|Hombres|24|Juventud|20 a 24|1552
2023|12|Barrios Unidos|Hombres|34|Adultez|30 a 34|1556
2023|12|Barrios Unidos|Hombres|5|Primera infancia|05 a 09|676
2023|12|Barrios Unidos|Hombres|52|Adultez|50 a 54|880
2023|12|Barrios Unidos|Hombres|63|Vejez|60 a 64|770
2023|12|Barrios Unidos|Hombres|28|Juventud|25 a 29|1524
2023|12|Barrios Unidos|Hombres|32|Adultez|30 a 34|1598
2023|12|Barrios Unidos|Hombres|14|Adolescencia|10 a 14|706
2023|12|Barrios Unidos|Hombres|53|Adultez|50 a 54|891
2023|12|Barrios Unidos|Hombres|67|Vejez|65 a 69|612
2023|12|Barrios Unidos|Hombres|57|Adultez|55 a 59|850
2023|12|Barrios Unidos|Hombres|41|Adultez|40 a 44|1272
2023|12|Barrios Unidos|Hombres|12|Adolescencia|10 a 14|683
2023|12|Barrios Unidos|Hombres|71|Vejez|70 a 74|456
2023|12|Barrios Unidos|Hombres|95|Vejez|95 a 99|30
2023|12|Barrios Unidos|Hombres|51|Adultez|50 a 54|907
2023|12|Barrios Unidos|Hombres|76|Vejez|75 a 79|302
2023|12|Barrios Unidos|Hombres|90|Vejez|90 a 94|62
2023|12|Barrios Unidos|Hombres|97|Vejez|95 a 99|21
2023|12|Barrios Unidos|Hombres|31|Adultez|30 a 34|1514
2023|12|Barrios Unidos|Hombres|22|Juventud|20 a 24|1059
2023|12|Barrios Unidos|Hombres|91|Vejez|90 a 94|59
2023|12|Barrios Unidos|Hombres|70|Vejez|70 a 74|519
2023|12|Barrios Unidos|Hombres|99|Vejez|95 a 99|12
2023|12|Barrios Unidos|Hombres|86|Vejez|85 a 89|121
2023|12|Barrios Unidos|Hombres|20|Juventud|20 a 24|906
2023|12|Barrios Unidos|Hombres|38|Adultez|35 a 39|1434
2023|12|Barrios Unidos|Hombres|61|Vejez|60 a 64|810
2023|12|Barrios Unidos|Hombres|79|Vejez|75 a 79|226
2023|12|Barrios Unidos|Hombres|65|Vejez|65 a 69|673
2023|12|Barrios Unidos|Hombres|40|Adultez|40 a 44|1287
2023|12|Barrios Unidos|Hombres|47|Adultez|45 a 49|1072
2023|12|Barrios Unidos|Hombres|45|Adultez|45 a 49|1062
2023|12|Barrios Unidos|Hombres|74|Vejez|70 a 74|362
2023|12|Barrios Unidos|Hombres|88|Vejez|85 a 89|74
2023|12|Barrios Unidos|Hombres|6|Infancia|05 a 09|673
2023|12|Barrios Unidos|Hombres|30|Adultez|30 a 34|1586
2023|12|Barrios Unidos|Hombres|44|Adultez|40 a 44|1144
2023|12|Barrios Unidos|Hombres|56|Adultez|55 a 59|843
2023|12|Barrios Unidos|Hombres|60|Vejez|60 a 64|824
2023|12|Barrios Unidos|Hombres|2|Primera infancia|00 a 04|944
2023|12|Barrios Unidos|Hombres|64|Vejez|60 a 64|712
2023|12|Barrios Unidos|Hombres|77|Vejez|75 a 79|265
2023|12|Barrios Unidos|Hombres|89|Vejez|85 a 89|69
2023|12|Barrios Unidos|Hombres|93|Vejez|90 a 94|39
2023|12|Barrios Unidos|Hombres|3|Primera infancia|00 a 04|868
2023|12|Barrios Unidos|Hombres|17|Adolescencia|15 a 19|778
2023|12|Barrios Unidos|Hombres|55|Adultez|55 a 59|868
2023|12|Barrios Unidos|Hombres|66|Vejez|65 a 69|654
2023|12|Barrios Unidos|Hombres|96|Vejez|95 a 99|23
2023|12|Barrios Unidos|Hombres|16|Adolescencia|15 a 19|753
2023|12|Barrios Unidos|Hombres|23|Juventud|20 a 24|1320
2023|12|Barrios Unidos|Hombres|27|Juventud|25 a 29|1500
2023|12|Barrios Unidos|Hombres|48|Adultez|45 a 49|953
2023|12|Barrios Unidos|Hombres|62|Vejez|60 a 64|805
2023|12|Barrios Unidos|Hombres|73|Vejez|70 a 74|369
2023|12|Barrios Unidos|Hombres|75|Vejez|75 a 79|331
2023|12|Barrios Unidos|Hombres|82|Vejez|80 a 84|174
2023|12|Barrios Unidos|Hombres|0|Primera infancia|00 a 04|1085
2023|12|Barrios Unidos|Hombres|11|Infancia|10 a 14|714
2023|12|Barrios Unidos|Hombres|36|Adultez|35 a 39|1459
2023|12|Barrios Unidos|Hombres|13|Adolescencia|10 a 14|747
2023|12|Barrios Unidos|Hombres|42|Adultez|40 a 44|1177
2023|12|Barrios Unidos|Hombres|25|Juventud|25 a 29|1518
2023|12|Barrios Unidos|Hombres|39|Adultez|35 a 39|1376
2023|12|Barrios Unidos|Hombres|7|Infancia|05 a 09|679
2023|12|Barrios Unidos|Hombres|9|Infancia|05 a 09|737
2023|12|Barrios Unidos|Hombres|43|Adultez|40 a 44|1120
2023|12|Barrios Unidos|Hombres|50|Adultez|50 a 54|859
2023|12|Barrios Unidos|Hombres|80|Vejez|80 a 84|224
2023|12|Barrios Unidos|Hombres|83|Vejez|80 a 84|178
2023|12|Barrios Unidos|Hombres|85|Vejez|85 a 89|124
2023|12|Barrios Unidos|Hombres|72|Vejez|70 a 74|431
2023|12|Barrios Unidos|Hombres|15|Adolescencia|15 a 19|730
2023|12|Barrios Unidos|Hombres|68|Vejez|65 a 69|588
2023|12|Barrios Unidos|Hombres|10|Infancia|10 a 14|673
2023|12|Barrios Unidos|Hombres|58|Adultez|55 a 59|871
2023|12|Barrios Unidos|Hombres|49|Adultez|45 a 49|947
2023|12|Barrios Unidos|Hombres|78|Vejez|75 a 79|257
2023|12|Barrios Unidos|Hombres|84|Vejez|80 a 84|148
2023|12|Barrios Unidos|Hombres|94|Vejez|90 a 94|38
2023|12|Barrios Unidos|Hombres|100|Vejez|100 o más|36
2023|12|Barrios Unidos|Hombres|19|Juventud|15 a 19|873
2023|12|Barrios Unidos|Hombres|21|Juventud|20 a 24|951
2023|12|Barrios Unidos|Hombres|54|Adultez|50 a 54|830
2023|12|Barrios Unidos|Hombres|8|Infancia|05 a 09|721
2023|12|Barrios Unidos|Hombres|59|Adultez|55 a 59|807
2023|12|Barrios Unidos|Hombres|98|Vejez|95 a 99|12
2023|12|Barrios Unidos|Mujeres|13|Adolescencia|10 a 14|632
2023|12|Barrios Unidos|Mujeres|51|Adultez|50 a 54|917
2023|12|Barrios Unidos|Mujeres|8|Infancia|05 a 09|591
2023|12|Barrios Unidos|Mujeres|32|Adultez|30 a 34|1350
2023|12|Barrios Unidos|Mujeres|77|Vejez|75 a 79|444
2023|12|Barrios Unidos|Mujeres|63|Vejez|60 a 64|895
2023|12|Barrios Unidos|Mujeres|75|Vejez|75 a 79|511
2023|12|Barrios Unidos|Mujeres|97|Vejez|95 a 99|43
2023|12|Barrios Unidos|Mujeres|42|Adultez|40 a 44|1186
2023|12|Barrios Unidos|Mujeres|0|Primera infancia|00 a 04|1036
2023|12|Barrios Unidos|Mujeres|7|Infancia|05 a 09|629
2023|12|Barrios Unidos|Mujeres|61|Vejez|60 a 64|995
2023|12|Barrios Unidos|Mujeres|3|Primera infancia|00 a 04|812
2023|12|Barrios Unidos|Mujeres|23|Juventud|20 a 24|1149
2023|12|Barrios Unidos|Mujeres|33|Adultez|30 a 34|1457
2023|12|Barrios Unidos|Mujeres|44|Adultez|40 a 44|1114
2023|12|Barrios Unidos|Mujeres|52|Adultez|50 a 54|923
2023|12|Barrios Unidos|Mujeres|48|Adultez|45 a 49|962
2023|12|Barrios Unidos|Mujeres|16|Adolescencia|15 a 19|714
2023|12|Barrios Unidos|Mujeres|20|Juventud|20 a 24|924
2023|12|Barrios Unidos|Mujeres|81|Vejez|80 a 84|334
2023|12|Barrios Unidos|Mujeres|22|Juventud|20 a 24|1033
2023|12|Barrios Unidos|Mujeres|71|Vejez|70 a 74|646
2023|12|Barrios Unidos|Mujeres|43|Adultez|40 a 44|1091
2023|12|Barrios Unidos|Mujeres|87|Vejez|85 a 89|175
2023|12|Barrios Unidos|Mujeres|90|Vejez|90 a 94|119
2023|12|Barrios Unidos|Mujeres|21|Juventud|20 a 24|953
2023|12|Barrios Unidos|Mujeres|27|Juventud|25 a 29|1476
2023|12|Barrios Unidos|Mujeres|68|Vejez|65 a 69|754
2023|12|Barrios Unidos|Mujeres|92|Vejez|90 a 94|100
2023|12|Barrios Unidos|Mujeres|98|Vejez|95 a 99|39
2023|12|Barrios Unidos|Mujeres|53|Adultez|50 a 54|921
2023|12|Barrios Unidos|Mujeres|6|Infancia|05 a 09|632
2023|12|Barrios Unidos|Mujeres|50|Adultez|50 a 54|938
2023|12|Barrios Unidos|Mujeres|41|Adultez|40 a 44|1127
2023|12|Barrios Unidos|Mujeres|94|Vejez|90 a 94|66
2023|12|Barrios Unidos|Mujeres|100|Vejez|100 o más|80
2023|12|Barrios Unidos|Mujeres|82|Vejez|80 a 84|277
2023|12|Barrios Unidos|Mujeres|99|Vejez|95 a 99|31
2023|12|Barrios Unidos|Mujeres|56|Adultez|55 a 59|944
2023|12|Barrios Unidos|Mujeres|80|Vejez|80 a 84|320
2023|12|Barrios Unidos|Mujeres|19|Juventud|15 a 19|841
2023|12|Barrios Unidos|Mujeres|17|Adolescencia|15 a 19|744
2023|12|Barrios Unidos|Mujeres|31|Adultez|30 a 34|1428
2023|12|Barrios Unidos|Mujeres|38|Adultez|35 a 39|1254
2023|12|Barrios Unidos|Mujeres|37|Adultez|35 a 39|1234
2023|12|Barrios Unidos|Mujeres|9|Infancia|05 a 09|623
2023|12|Barrios Unidos|Mujeres|84|Vejez|80 a 84|235
2023|12|Barrios Unidos|Mujeres|49|Adultez|45 a 49|970
2023|12|Barrios Unidos|Mujeres|60|Vejez|60 a 64|958
2023|12|Barrios Unidos|Mujeres|1|Primera infancia|00 a 04|969
2023|12|Barrios Unidos|Mujeres|58|Adultez|55 a 59|1029
2023|12|Barrios Unidos|Mujeres|88|Vejez|85 a 89|159
2023|12|Barrios Unidos|Mujeres|36|Adultez|35 a 39|1226
2023|12|Barrios Unidos|Mujeres|78|Vejez|75 a 79|367
2023|12|Barrios Unidos|Mujeres|62|Vejez|60 a 64|958
2023|12|Barrios Unidos|Mujeres|2|Primera infancia|00 a 04|893
2023|12|Barrios Unidos|Mujeres|15|Adolescencia|15 a 19|667
2023|12|Barrios Unidos|Mujeres|34|Adultez|30 a 34|1367
2023|12|Barrios Unidos|Mujeres|54|Adultez|50 a 54|912
2023|12|Barrios Unidos|Mujeres|59|Adultez|55 a 59|1019
2023|12|Barrios Unidos|Mujeres|24|Juventud|20 a 24|1292
2023|12|Barrios Unidos|Mujeres|95|Vejez|95 a 99|51
2023|12|Barrios Unidos|Mujeres|4|Primera infancia|00 a 04|739
2023|12|Barrios Unidos|Mujeres|18|Juventud|15 a 19|778
2023|12|Barrios Unidos|Mujeres|45|Adultez|45 a 49|1072
2023|12|Barrios Unidos|Mujeres|66|Vejez|65 a 69|803
2023|12|Barrios Unidos|Mujeres|67|Vejez|65 a 69|772
2023|12|Barrios Unidos|Mujeres|14|Adolescencia|10 a 14|637
2023|12|Barrios Unidos|Mujeres|12|Adolescencia|10 a 14|602
2023|12|Barrios Unidos|Mujeres|25|Juventud|25 a 29|1370
2023|12|Barrios Unidos|Mujeres|72|Vejez|70 a 74|618
2023|12|Barrios Unidos|Mujeres|86|Vejez|85 a 89|203
2023|12|Barrios Unidos|Mujeres|69|Vejez|65 a 69|685
2023|12|Barrios Unidos|Mujeres|76|Vejez|75 a 79|447
2023|12|Barrios Unidos|Mujeres|89|Vejez|85 a 89|138
2023|12|Barrios Unidos|Mujeres|79|Vejez|75 a 79|344
2023|12|Barrios Unidos|Mujeres|5|Primera infancia|05 a 09|628
2023|12|Barrios Unidos|Mujeres|11|Infancia|10 a 14|645
2023|12|Barrios Unidos|Mujeres|64|Vejez|60 a 64|914
2023|12|Barrios Unidos|Mujeres|57|Adultez|55 a 59|961
2023|12|Barrios Unidos|Mujeres|91|Vejez|90 a 94|108
2023|12|Barrios Unidos|Mujeres|96|Vejez|95 a 99|42
2023|12|Barrios Unidos|Mujeres|29|Adultez|25 a 29|1490
